uniprot	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches	CBM2
A0A7X6B1A2	unreviewed	Beta-xylanase	92644	Streptomyces malaysiensis	461	IPR001919	356..461	356-461
A0A7X6CYM0	unreviewed	chitinase	700599	Streptomyces lonarensis	559	IPR001919	35..142	35-142
A0A7X6D050	unreviewed	Beta-xylanase	700599	Streptomyces lonarensis	494	IPR001919	388..494	388-494
A0A7X6D1U4	unreviewed	Endoglucanase	700599	Streptomyces lonarensis	496	IPR001919	387..496	387-496
A0A7X6MBR5	unreviewed	CBM2 domain-containing protein	146802	Nocardiopsis alborubida	536	IPR001919	432..536	432-536
A0A7X6MC38	unreviewed	CBM2 domain-containing protein	146802	Nocardiopsis alborubida	217	IPR001919	109..217	109-217
A0A7X6MCM6	unreviewed	CBM2 domain-containing protein	146802	Nocardiopsis alborubida	908	IPR001919	800..908	800-908
A0A7X6MDP1	unreviewed	CBM2 domain-containing protein	146802	Nocardiopsis alborubida	366	IPR001919	263..366	263-366
A0A7X6ME32	unreviewed	CBM2 domain-containing protein	146802	Nocardiopsis alborubida	894	IPR001919	35..143	35-143
A0A7X6ME92	unreviewed	Endoglucanase	146802	Nocardiopsis alborubida	864	IPR001919	755..864	755-864
A0A7X6MEQ6	unreviewed	Beta-xylanase	146802	Nocardiopsis alborubida	477	IPR001919	375..477	375-477
A0A7X6MEZ9	unreviewed	Endo-1,4-beta-xylanase	146802	Nocardiopsis alborubida	332	IPR001919	240..332	240-332
A0A7X6MFE2	unreviewed	Endoglucanase	146802	Nocardiopsis alborubida	454	IPR001919	352..454	352-454
A0A7X6RN84	unreviewed	Glucanase	146802	Nocardiopsis alborubida	431	IPR001919	329..431	329-431
A0A7X6RNN3	unreviewed	Glucanase	146802	Nocardiopsis alborubida	573	IPR001919	20..128	20-128
A0A7X6RQA4	unreviewed	chitinase	146802	Nocardiopsis alborubida	652	IPR001919	28..138	28-138
A0A7X6RQE8	unreviewed	chitinase	146802	Nocardiopsis alborubida	559	IPR001919	33..143	33-143
A0A7X6RT66	unreviewed	CBM2 domain-containing protein	146802	Nocardiopsis alborubida	436	IPR001919	327..436	327-436
A0A7X6RTV8	unreviewed	CBM2 domain-containing protein	146802	Nocardiopsis alborubida	746	IPR001919	35..144	35-144
A0A7X6RUM3	unreviewed	CBM2 domain-containing protein	1341646	Mycolicibacterium septicum DSM 44393	142	IPR001919	33..142	33-142
A0A7X6SMI4	unreviewed	CBM2 domain-containing protein	2026720	Candidatus Saccharibacteria bacterium	208	IPR001919	76..187	76-187
A0A7X6ZVX9	unreviewed	endo-1,4-beta-xylanase	1898204	Clostridiaceae bacterium	527	IPR001919	418..527	418-527
A0A7X7G8C3	unreviewed	CBM2 domain-containing protein	1911520	Actinomycetales bacterium	226	IPR001919	117..226	117-226
A0A7X7GQA5	unreviewed	cellulase	2026763	Myxococcales bacterium	525	IPR001919	6..113,177..287	6-113+177-287
A0A7X7GWC3	unreviewed	CBM2 domain-containing protein	2026763	Myxococcales bacterium	1106	IPR001919	1002..1106	1002-1106
A0A7X7XY08	unreviewed	CBM2 domain-containing protein	1506	Clostridium sp.	356	IPR001919	244..356	244-356
A0A7X8AUK5	unreviewed	Beta-glucanase	1506	Clostridium sp.	548	IPR001919	447..548	447-548
A0A7X8C3V6	unreviewed	CBM2 domain-containing protein	136093	Globicatella sulfidifaciens	300	IPR001919	212..293	212-293
A0A7X8HTE2	unreviewed	Carbohydrate-binding protein	2093794	Halanaerobiaceae bacterium	255	IPR001919	153..255	153-255
A0A7X8HW36	unreviewed	Endoglucanase	3100283	Candidatus Epulonipiscium sp.	590	IPR001919	57..142	57-142
A0A7X8HWI5	unreviewed	Endoglucanase	3100283	Candidatus Epulonipiscium sp.	614	IPR001919	74..170	74-170
A0A7X8PZR3	unreviewed	CBM2 domain-containing protein	1898204	Clostridiaceae bacterium	367	IPR001919	191..300	191-300
A0A7X8Q0S2	unreviewed	CBM2 domain-containing protein	1898204	Clostridiaceae bacterium	917	IPR001919	702..811,815..917	702-811+815-917
A0A7X8V2S3	unreviewed	Endo-1,4-beta-xylanase	2044939	Clostridia bacterium	360	IPR001919	259..360	259-360
A0A7X9NPN4	unreviewed	cellulase	33905	Bifidobacterium thermophilum	688	IPR001919	585..688	585-688
A0A7X9NQM8	unreviewed	cellulase	33905	Bifidobacterium thermophilum	731	IPR001919	451..562,627..731	451-562+627-731
A0A7Y0B141	unreviewed	Sugar hydrolase	2728844	Streptomyces sp. R302	519	IPR001919	35..145	35-145
A0A7Y0B8E3	unreviewed	CBM2 domain-containing protein	2728844	Streptomyces sp. R302	489	IPR001919	27..134	27-134
A0A7Y0B8S5	unreviewed	Glucanase	2728844	Streptomyces sp. R302	582	IPR001919	30..139	30-139
A0A7Y0B915	unreviewed	CBM2 domain-containing protein	2728844	Streptomyces sp. R302	397	IPR001919	290..397	290-397
A0A7Y0B916	unreviewed	CBM2 domain-containing protein	2728844	Streptomyces sp. R302	379	IPR001919	273..379	273-379
A0A7Y0CJ70	unreviewed	CBM2 domain-containing protein	40001	Cellulomonas sp.	121	IPR001919	57..121	57-121
A0A7Y0DBH3	unreviewed	CBM2 domain-containing protein	40001	Cellulomonas sp.	145	IPR001919	66..141	66-141
A0A7Y0FY36	unreviewed	CBM2 domain-containing protein	2728844	Streptomyces sp. R302	909	IPR001919	799..909	799-909
A0A7Y0FZ66	unreviewed	chitinase	2728844	Streptomyces sp. R302	586	IPR001919	7..114	7-114
A0A7Y0G1G4	unreviewed	Endoglucanase	2728844	Streptomyces sp. R302	715	IPR001919	607..715	607-715
A0A7Y0G2A3	unreviewed	Endoglucanase	2728844	Streptomyces sp. R302	525	IPR001919	31..140	31-140
A0A7Y0G2C7	unreviewed	CBM2 domain-containing protein	2728844	Streptomyces sp. R302	968	IPR001919	33..142	33-142
A0A7Y0H3G9	unreviewed	CBM2 domain-containing protein	40001	Cellulomonas sp.	121	IPR001919	57..121	57-121
A0A7Y0J7F6	unreviewed	chitinase	1333528	Streptomyces sp. GMY02	771	IPR001919	41..151	41-151
A0A7Y0J7N9	unreviewed	CBM2 domain-containing protein	1333528	Streptomyces sp. GMY02	504	IPR001919	396..504	396-504
A0A7Y0J7Q0	unreviewed	Polysaccharide deacetylase	1333528	Streptomyces sp. GMY02	348	IPR001919	256..348	256-348
A0A7Y0J808	unreviewed	Endo-1,4-beta-xylanase	1333528	Streptomyces sp. GMY02	339	IPR001919	247..339	247-339
A0A7Y0J8T0	unreviewed	CBM2 domain-containing protein	1333528	Streptomyces sp. GMY02	392	IPR001919	20..128	20-128
A0A7Y0J917	unreviewed	Alpha-L-arabinofuranosidase	1333528	Streptomyces sp. GMY02	718	IPR001919	605..718	605-718
A0A7Y0J9B0	unreviewed	CBM2 domain-containing protein	1333528	Streptomyces sp. GMY02	380	IPR001919	271..380	271-380
A0A7Y0JAK9	unreviewed	chitinase	1333528	Streptomyces sp. GMY02	612	IPR001919	29..138	29-138
A0A7Y0JD99	unreviewed	Beta-xylanase	1333528	Streptomyces sp. GMY02	458	IPR001919	353..458	353-458
A0A7Y0JDH9	unreviewed	Sugar hydrolase	1333528	Streptomyces sp. GMY02	490	IPR001919	33..141	33-141
A0A7Y0JEC8	unreviewed	CBM2 domain-containing protein	1333528	Streptomyces sp. GMY02	373	IPR001919	267..373	267-373
A0A7Y0JJ01	unreviewed	CBM2 domain-containing protein	2729386	Actinoplanes sp. TBRC 11911	217	IPR001919	112..217	112-217
A0A7Y0JJG6	unreviewed	Endo-1,4-beta-xylanase	2729386	Actinoplanes sp. TBRC 11911	312	IPR001919	221..312	221-312
A0A7Y0JKD4	unreviewed	CBM2 domain-containing protein	2729386	Actinoplanes sp. TBRC 11911	418	IPR001919	309..418	309-418
A0A7Y0JKS2	unreviewed	Beta-xylanase	2729386	Actinoplanes sp. TBRC 11911	456	IPR001919	357..456	357-456
A0A7Y0JNX3	unreviewed	CBM2 domain-containing protein	2729386	Actinoplanes sp. TBRC 11911	373	IPR001919	256..365	256-365
A0A7Y0JRF0	unreviewed	non-specific serine/threonine protein kinase	2729386	Actinoplanes sp. TBRC 11911	510	IPR001919	394..485	394-485
A0A7Y0JSF2	unreviewed	Endoglucanase	2729386	Actinoplanes sp. TBRC 11911	436	IPR001919	333..436	333-436
A0A7Y0JUA8	unreviewed	Acetylxylan esterase	2729386	Actinoplanes sp. TBRC 11911	324	IPR001919	232..324	232-324
A0A7Y0JUR9	unreviewed	non-specific serine/threonine protein kinase	2729386	Actinoplanes sp. TBRC 11911	759	IPR001919	506..613	506-613
A0A7Y0P6T6	unreviewed	Endoglucanase	1333528	Streptomyces sp. GMY02	475	IPR001919	8..117	8-117
A0A7Y0P720	unreviewed	CBM2 domain-containing protein	1333528	Streptomyces sp. GMY02	973	IPR001919	37..146	37-146
A0A7Y0P836	unreviewed	Endoglucanase	1333528	Streptomyces sp. GMY02	531	IPR001919	428..531	428-531
A0A7Y0PEH3	unreviewed	CBM2 domain-containing protein	2729386	Actinoplanes sp. TBRC 11911	358	IPR001919	254..358	254-358
A0A7Y0PFS5	unreviewed	CBM2 domain-containing protein	2729386	Actinoplanes sp. TBRC 11911	964	IPR001919	25..135	25-135
A0A7Y0PGX4	unreviewed	Glucanase	2729386	Actinoplanes sp. TBRC 11911	572	IPR001919	28..137	28-137
A0A7Y2LZ41	unreviewed	endo-1,4-beta-xylanase	179095	Microbacterium ulmi	461	IPR001919	258..349,370..461	258-349+370-461
A0A7Y2M167	unreviewed	Glucanase	179095	Microbacterium ulmi	532	IPR001919	425..532	425-532
A0A7Y3LRJ9	unreviewed	Endoglucanase	2732044	Streptomyces sp. S3(2020)	556	IPR001919	446..556	446-556
A0A7Y3LV14	unreviewed	CBM2 domain-containing protein	2732044	Streptomyces sp. S3(2020)	362	IPR001919	258..362	258-362
A0A7Y3LV49	unreviewed	Endoglucanase	2732044	Streptomyces sp. S3(2020)	832	IPR001919	725..832	725-832
A0A7Y3M2J8	unreviewed	CBM2 domain-containing protein	2732044	Streptomyces sp. S3(2020)	971	IPR001919	35..144	35-144
A0A7Y3PQU7	unreviewed	chitinase	2732044	Streptomyces sp. S3(2020)	609	IPR001919	27..134	27-134
A0A7Y3PQY8	unreviewed	CBM2 domain-containing protein	2732044	Streptomyces sp. S3(2020)	404	IPR001919	4..114	4-114
A0A7Y3PR37	unreviewed	CBM2 domain-containing protein	2732044	Streptomyces sp. S3(2020)	490	IPR001919	382..490	382-490
A0A7Y3PR70	unreviewed	Glucanase	2732044	Streptomyces sp. S3(2020)	570	IPR001919	30..139	30-139
A0A7Y3PRQ5	unreviewed	Endoglucanase	2732044	Streptomyces sp. S3(2020)	478	IPR001919	8..117	8-117
A0A7Y3PSK0	unreviewed	CBM2 domain-containing protein	2732044	Streptomyces sp. S3(2020)	885	IPR001919	775..885	775-885
A0A7Y3PTT9	unreviewed	Beta-xylanase	2732044	Streptomyces sp. S3(2020)	429	IPR001919	328..429	328-429
A0A7Y3PV77	unreviewed	Endoglucanase	2732044	Streptomyces sp. S3(2020)	507	IPR001919	404..507	404-507
A0A7Y3PVG8	unreviewed	CBM2 domain-containing protein	2732044	Streptomyces sp. S3(2020)	450	IPR001919	341..450	341-450
A0A7Y3V7R7	unreviewed	Sugar hydrolase	2732044	Streptomyces sp. S3(2020)	476	IPR001919	33..141	33-141
A0A7Y4KXG5	unreviewed	Glycosyl hydrolase family 18 (Putative chitinase)	60450	Kribbella sandramycini	522	IPR001919	25..132	25-132
A0A7Y4L841	unreviewed	Chitinase	60450	Kribbella sandramycini	512	IPR001919	22..131	22-131
A0A7Y4MFG1	unreviewed	Endoglucanase	2735314	Arthrobacter sp. 260	558	IPR001919	455..558	455-558
A0A7Y4UF43	unreviewed	CBM2 domain-containing protein	1978231	Acidobacteriota bacterium	244	IPR001919	6..116,134..244	6-116+134-244
A0A7Y4UFU2	unreviewed	Endoglucanase	1978231	Acidobacteriota bacterium	442	IPR001919	409..438	409-438
A0A7Y4UHQ1	unreviewed	Cellulose-binding protein	1978231	Acidobacteriota bacterium	563	IPR001919	115..225	115-225
A0A7Y5ZY40	unreviewed	chitinase	144055	Cellulomonas humilata	539	IPR001919	28..136	28-136
A0A7Y5ZY52	unreviewed	Beta-xylanase	144055	Cellulomonas humilata	483	IPR001919	374..483	374-483
A0A7Y5ZYU9	unreviewed	Exoglucanase	144055	Cellulomonas humilata	1092	IPR001919	983..1092	983-1092
A0A7Y5ZZN7	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	731	IPR001919	27..136	27-136
A0A7Y5ZZZ4	unreviewed	Glucanase	144055	Cellulomonas humilata	457	IPR001919	29..138	29-138
A0A7Y6A0V4	unreviewed	Glucanase	144055	Cellulomonas humilata	866	IPR001919	757..866	757-866
A0A7Y6A5F5	unreviewed	Endoglucanase	144055	Cellulomonas humilata	1052	IPR001919	944..1052	944-1052
A0A7Y6A5K3	unreviewed	Endoglucanase	144055	Cellulomonas humilata	528	IPR001919	18..127	18-127
A0A7Y6A5S1	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	356	IPR001919	261..356	261-356
A0A7Y6A6L4	unreviewed	endo-1,4-beta-xylanase	144055	Cellulomonas humilata	632	IPR001919	237..323,541..632	237-323+541-632
A0A7Y6DVU9	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	769	IPR001919	659..768	659-768
A0A7Y6DW15	unreviewed	Endoglucanase	144055	Cellulomonas humilata	477	IPR001919	374..477	374-477
A0A7Y6DWP3	unreviewed	Endoglucanase	144055	Cellulomonas humilata	475	IPR001919	372..475	372-475
A0A7Y6DXN4	unreviewed	Beta-xylanase	144055	Cellulomonas humilata	462	IPR001919	359..462	359-462
A0A7Y6DXR6	unreviewed	Beta-xylanase	144055	Cellulomonas humilata	813	IPR001919	359..468	359-468
A0A7Y6DXX0	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	388	IPR001919	285..388	285-388
A0A7Y6DY88	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	916	IPR001919	807..916	807-916
A0A7Y6DYG6	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	366	IPR001919	268..366	268-366
A0A7Y6DYN3	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	451	IPR001919	344..451	344-451
A0A7Y6DZ61	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	336	IPR001919	236..336	236-336
A0A7Y6DZU9	unreviewed	CBM2 domain-containing protein	144055	Cellulomonas humilata	435	IPR001919	336..435	336-435
A0A7Y6E2G4	unreviewed	Beta-xylanase	2021369	Streptomycetaceae bacterium	434	IPR001919	398..434	398-434
A0A7Y6FFU7	unreviewed	chitinase	2712892	Streptomyces sp. CAI-24	619	IPR001919	44..151	44-151
A0A7Y6FGJ4	unreviewed	chitinase	2712892	Streptomyces sp. CAI-24	623	IPR001919	44..151	44-151
A0A7Y6GPF7	unreviewed	chitinase	68203	Streptomyces fungicidicus	628	IPR001919	44..155	44-155
A0A7Y6HPB0	unreviewed	CBM2 domain-containing protein	1076397	Streptomyces sp. CAI 127	98	IPR001919	42..98	42-98
A0A7Y6HQ25	unreviewed	chitinase	1076397	Streptomyces sp. CAI 127	525	IPR001919	1..70	1-70
A0A7Y6I4U3	unreviewed	Beta-xylanase	2741721	Nonomuraea montanisoli	475	IPR001919	374..475	374-475
A0A7Y6I559	unreviewed	non-reducing end alpha-L-arabinofuranosidase	2741721	Nonomuraea montanisoli	516	IPR001919	66..175	66-175
A0A7Y6I800	unreviewed	CBM2 domain-containing protein	2741721	Nonomuraea montanisoli	367	IPR001919	260..367	260-367
A0A7Y6I818	unreviewed	CBM2 domain-containing protein	2741721	Nonomuraea montanisoli	479	IPR001919	34..143	34-143
A0A7Y6IFS2	unreviewed	CBM2 domain-containing protein	2741721	Nonomuraea montanisoli	436	IPR001919	334..436	334-436
A0A7Y6IQB5	unreviewed	CBM2 domain-containing protein	1712872	Nonomuraea rhodomycinica	448	IPR001919	339..448	339-448
A0A7Y6ISV6	unreviewed	CBM2 domain-containing protein	1712872	Nonomuraea rhodomycinica	375	IPR001919	268..375	268-375
A0A7Y6ISY9	unreviewed	Endoglucanase	1712872	Nonomuraea rhodomycinica	477	IPR001919	34..143	34-143
A0A7Y6ITC5	unreviewed	CBM2 domain-containing protein	1712872	Nonomuraea rhodomycinica	893	IPR001919	25..134	25-134
A0A7Y6ITW8	unreviewed	Glucanase	1712872	Nonomuraea rhodomycinica	648	IPR001919	5..114	5-114
A0A7Y6IVD1	unreviewed	CBM2 domain-containing protein	1712872	Nonomuraea rhodomycinica	479	IPR001919	34..143	34-143
A0A7Y6IWV2	unreviewed	CBM2 domain-containing protein	1712872	Nonomuraea rhodomycinica	408	IPR001919	307..408	307-408
A0A7Y6KIK9	unreviewed	chitinase	53450	Streptomyces odorifer	628	IPR001919	44..155	44-155
A0A7Y6KJB9	unreviewed	chitinase	53450	Streptomyces odorifer	622	IPR001919	45..152	45-152
A0A7Y6L4T1	unreviewed	Endoglucanase	1472662	Streptomyces sp. CAI-85	499	IPR001919	396..499	396-499
A0A7Y6L4X3	unreviewed	Sugar hydrolase	1472662	Streptomyces sp. CAI-85	490	IPR001919	33..141	33-141
A0A7Y6L5L6	unreviewed	CBM2 domain-containing protein	1472662	Streptomyces sp. CAI-85	503	IPR001919	395..503	395-503
A0A7Y6L699	unreviewed	CBM2 domain-containing protein	1472662	Streptomyces sp. CAI-85	971	IPR001919	35..144	35-144
A0A7Y6L6C2	unreviewed	Glucanase	1472662	Streptomyces sp. CAI-85	579	IPR001919	30..139	30-139
A0A7Y6L8T1	unreviewed	chitinase	1472662	Streptomyces sp. CAI-85	607	IPR001919	27..134	27-134
A0A7Y6L8Z9	unreviewed	Beta-xylanase	1472662	Streptomyces sp. CAI-85	464	IPR001919	363..464	363-464
A0A7Y6LC81	unreviewed	chitinase	68203	Streptomyces fungicidicus	622	IPR001919	45..152	45-152
A0A7Y6LP99	unreviewed	chitinase	1076397	Streptomyces sp. CAI 127	623	IPR001919	44..151	44-151
A0A7Y6M2Q5	unreviewed	CBM2 domain-containing protein	2741721	Nonomuraea montanisoli	441	IPR001919	332..441	332-441
A0A7Y6M3M2	unreviewed	Alpha-L-arabinofuranosidase	2741721	Nonomuraea montanisoli	688	IPR001919	576..688	576-688
A0A7Y6M3X3	unreviewed	Endoglucanase	2741721	Nonomuraea montanisoli	469	IPR001919	34..143	34-143
A0A7Y6M5T0	unreviewed	Glucanase	2741721	Nonomuraea montanisoli	646	IPR001919	5..114	5-114
A0A7Y6M682	unreviewed	CBM2 domain-containing protein	2741721	Nonomuraea montanisoli	893	IPR001919	25..134	25-134
A0A7Y6MBI0	unreviewed	CBM2 domain-containing protein	1712872	Nonomuraea rhodomycinica	884	IPR001919	780..884	780-884
A0A7Y6MDE9	unreviewed	CBM2 domain-containing protein	1712872	Nonomuraea rhodomycinica	429	IPR001919	323..429	323-429
A0A7Y6MEC7	unreviewed	Alpha-L-arabinofuranosidase	1712872	Nonomuraea rhodomycinica	688	IPR001919	576..688	576-688
A0A7Y6MEY4	unreviewed	Beta-xylanase	1712872	Nonomuraea rhodomycinica	559	IPR001919	453..559	453-559
A0A7Y6X775	unreviewed	Cellulose binding domain-containing protein	2745200	Myxococcus sp. AM011	827	IPR001919	722..827	722-827
A0A7Y7E9W1	unreviewed	chitinase	1970	Streptomyces morookaense	670	IPR001919	34..141	34-141
A0A7Y7LM62	unreviewed	CBM2 domain-containing protein	2587016	Duganella sp. SG902	830	IPR001919	722..830	722-830
A0A7Y7LQB5	unreviewed	CBM2 domain-containing protein	2587016	Duganella sp. SG902	828	IPR001919	727..828	727-828
A0A7Y7QJS9	unreviewed	CBM2 domain-containing protein	2044595	Gracilibacteria bacterium	963	IPR001919	394..501,507..612	394-501+507-612
A0A7Y8X5S4	unreviewed	CBM2 domain-containing protein	2749828	Streptomyces sp. BR123	149	IPR001919	35..147	35-147
A0A7Y9BKF9	unreviewed	CBM2 domain-containing protein	2749828	Streptomyces sp. BR123	165	IPR001919	51..158	51-158
A0A7Y9BPY8	unreviewed	Fibronectin type-III domain-containing protein	2749828	Streptomyces sp. BR123	441	IPR001919	38..137	38-137
A0A7Y9EE37	unreviewed	CBM2 domain-containing protein	46163	Actinomadura luteofluorescens	293	IPR001919	196..290	196-290
A0A7Y9EE55	unreviewed	CBM2 domain-containing protein	46163	Actinomadura luteofluorescens	500	IPR001919	383..500	383-500
A0A7Y9ELU9	unreviewed	Beta-xylanase	46163	Actinomadura luteofluorescens	456	IPR001919	350..456	350-456
A0A7Y9ELX5	unreviewed	Chitinase	46163	Actinomadura luteofluorescens	522	IPR001919	27..134	27-134
A0A7Y9ELY2	unreviewed	chitinase	46163	Actinomadura luteofluorescens	522	IPR001919	22..129	22-129
A0A7Y9EMR5	unreviewed	chitinase	46163	Actinomadura luteofluorescens	611	IPR001919	29..136	29-136
A0A7Y9ER81	unreviewed	CBM2 domain-containing protein	46163	Actinomadura luteofluorescens	974	IPR001919	30..138	30-138
A0A7Y9FCG9	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	928	IPR001919	819..928	819-928
A0A7Y9FDA3	unreviewed	Glucanase	931536	Cellulomonas oligotrophica	633	IPR001919	524..633	524-633
A0A7Y9FDK2	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	473	IPR001919	364..473	364-473
A0A7Y9FEG5	unreviewed	Glucanase	931536	Cellulomonas oligotrophica	477	IPR001919	33..142	33-142
A0A7Y9FEP1	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	671	IPR001919	29..138	29-138
A0A7Y9FEW3	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	762	IPR001919	26..135	26-135
A0A7Y9FEW6	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	848	IPR001919	739..848	739-848
A0A7Y9FF95	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	423	IPR001919	324..423	324-423
A0A7Y9FFA5	unreviewed	Beta-xylanase	931536	Cellulomonas oligotrophica	467	IPR001919	361..467	361-467
A0A7Y9FFC6	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	432	IPR001919	335..432	335-432
A0A7Y9FG35	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	505	IPR001919	403..505	403-505
A0A7Y9FGF9	unreviewed	Beta-xylanase	931536	Cellulomonas oligotrophica	461	IPR001919	358..461	358-461
A0A7Y9FGR2	unreviewed	Endoglucanase	931536	Cellulomonas oligotrophica	481	IPR001919	380..481	380-481
A0A7Y9FHD5	unreviewed	Beta-xylanase	931536	Cellulomonas oligotrophica	467	IPR001919	373..467	373-467
A0A7Y9FHT1	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	777	IPR001919	670..776	670-776
A0A7Y9FI13	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	476	IPR001919	39..147	39-147
A0A7Y9FIM0	unreviewed	Endoglucanase	931536	Cellulomonas oligotrophica	803	IPR001919	695..803	695-803
A0A7Y9GBD9	unreviewed	CBM2 domain-containing protein	46158	Actinomadura citrea	496	IPR001919	379..496	379-496
A0A7Y9GBH2	unreviewed	CBM2 domain-containing protein	46158	Actinomadura citrea	298	IPR001919	205..295	205-295
A0A7Y9GBL8	unreviewed	CBM2 domain-containing protein	46158	Actinomadura citrea	355	IPR001919	251..355	251-355
A0A7Y9GBM3	unreviewed	CBM2 domain-containing protein	46158	Actinomadura citrea	974	IPR001919	30..138	30-138
A0A7Y9GBP6	unreviewed	Endoglucanase	46158	Actinomadura citrea	497	IPR001919	36..144	36-144
A0A7Y9GBR1	unreviewed	Glucanase	46158	Actinomadura citrea	576	IPR001919	37..146	37-146
A0A7Y9GF44	unreviewed	Endoglucanase	46158	Actinomadura citrea	504	IPR001919	396..504	396-504
A0A7Y9GFD9	unreviewed	CBM2 domain-containing protein	46158	Actinomadura citrea	663	IPR001919	553..663	553-663
A0A7Y9GFP3	unreviewed	non-specific serine/threonine protein kinase	46158	Actinomadura citrea	453	IPR001919	344..453	344-453
A0A7Y9GH26	unreviewed	Chitinase	46158	Actinomadura citrea	524	IPR001919	29..136	29-136
A0A7Y9GHA3	unreviewed	Beta-xylanase	46158	Actinomadura citrea	461	IPR001919	357..461	357-461
A0A7Y9GHC8	unreviewed	chitinase	46158	Actinomadura citrea	853	IPR001919	16..126,129..235	16-126+129-235
A0A7Y9GNF1	unreviewed	CBM6 domain-containing protein	337480	Microbacterium immunditiarum	968	IPR001919	870..965	870-965
A0A7Y9JIA9	unreviewed	chitinase	46163	Actinomadura luteofluorescens	853	IPR001919	16..126,129..235	16-126+129-235
A0A7Y9JJ85	unreviewed	CBM2 domain-containing protein	46163	Actinomadura luteofluorescens	663	IPR001919	553..663	553-663
A0A7Y9JJR3	unreviewed	non-specific serine/threonine protein kinase	46163	Actinomadura luteofluorescens	452	IPR001919	343..452	343-452
A0A7Y9JJU7	unreviewed	Endoglucanase	46163	Actinomadura luteofluorescens	504	IPR001919	396..504	396-504
A0A7Y9JKA1	unreviewed	CBM2 domain-containing protein	46163	Actinomadura luteofluorescens	359	IPR001919	255..359	255-359
A0A7Y9JL98	unreviewed	Glucanase	46163	Actinomadura luteofluorescens	576	IPR001919	37..146	37-146
A0A7Y9JM82	unreviewed	Endoglucanase	46163	Actinomadura luteofluorescens	496	IPR001919	36..144	36-144
A0A7Y9JX74	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	350	IPR001919	256..350	256-350
A0A7Y9JXJ1	unreviewed	chitinase	931536	Cellulomonas oligotrophica	552	IPR001919	40..148	40-148
A0A7Y9JXT6	unreviewed	Endoglucanase	931536	Cellulomonas oligotrophica	541	IPR001919	27..136	27-136
A0A7Y9JY29	unreviewed	Endoglucanase	931536	Cellulomonas oligotrophica	753	IPR001919	646..753	646-753
A0A7Y9JYM4	unreviewed	CBM2 domain-containing protein	931536	Cellulomonas oligotrophica	406	IPR001919	305..406	305-406
A0A7Y9JZ39	unreviewed	Beta-xylanase	931536	Cellulomonas oligotrophica	714	IPR001919	605..714	605-714
A0A7Y9KEL6	unreviewed	chitinase	46158	Actinomadura citrea	522	IPR001919	22..129	22-129
A0A7Y9KG29	unreviewed	chitinase	46158	Actinomadura citrea	610	IPR001919	29..136	29-136
A0A7Y9KKM1	unreviewed	Glucanase	337480	Microbacterium immunditiarum	536	IPR001919	429..536	429-536
A0A7Y9KU75	unreviewed	Beta-mannanase	284028	Streptomyces fulvorobeus	557	IPR001919	452..557	452-557
A0A7Y9MTA9	unreviewed	Endoglucanase	2723067	Xanthomonas sp. JAI131	483	IPR001919	392..483	392-483
A0A7Y9WWW7	unreviewed	CBM2 domain-containing protein	1287877	Micromonospora jinlongensis	82	IPR001919	1..82	1-82
A0A7Y9WX98	unreviewed	Polysaccharide deacetylase	1287877	Micromonospora jinlongensis	340	IPR001919	245..340	245-340
A0A7Y9WXT1	unreviewed	Endoglucanase	1287877	Micromonospora jinlongensis	454	IPR001919	23..130	23-130
A0A7Y9WXV3	unreviewed	Fibronectin type III domain-containing protein	1287877	Micromonospora jinlongensis	341	IPR001919	231..339	231-339
A0A7Y9WY09	unreviewed	CBM2 domain-containing protein	1287877	Micromonospora jinlongensis	379	IPR001919	270..379	270-379
A0A7Y9WYF7	unreviewed	CBM2 domain-containing protein	1287877	Micromonospora jinlongensis	412	IPR001919	33..141	33-141
A0A7Y9WYG4	unreviewed	CBM2 domain-containing protein	1287877	Micromonospora jinlongensis	567	IPR001919	30..139	30-139
A0A7Y9WYJ3	unreviewed	Glucanase	1287877	Micromonospora jinlongensis	462	IPR001919	363..462	363-462
